customer_id,gender,age,tenure_months,contract,internet_service,payment_method,paperless_billing,monthly_charges,total_charges,churn
104597,Female,43.0,48,Month-to-month,DSL,Mailed check,Yes,63.71,3084.24,No
104598,Male,19.0,54,Month-to-month,Fiber optic,Mailed check,Yes,73.59,4030.81,No
104599,Female,42.0,8,One year,DSL,Bank transfer,Yes,42.35,228.76,No
104600,Female,38.0,62,Month-to-month,Fiber optic,Credit card,Yes,72.27,4424.04,No
104601,Female,41.0,16,Month-to-month,DSL,Credit card,Yes,90.83,1407.34,No
104602,Female,39.0,72,Month-to-month,DSL,Mailed check,Yes,89.02,6389.7,No
104603,Male,42.0,63,Month-to-month,DSL,Bank transfer,Yes,67.57,4242.09,No
104604,Female,56.0,34,Month-to-month,DSL,Mailed check,No,73.56,2582.52,No
104605,Male,24.0,57,Month-to-month,Fiber optic,Electronic check,Yes,76.4,4442.97,No
104606,Male,35.0,49,Two year,DSL,Bank transfer,Yes,27.97,1297.77,No
104607,Male,48.0,56,One year,Fiber optic,Credit card,Yes,58.58,3342.73,No
104608,Male,45.0,2,Month-to-month,Fiber optic,Credit card,Yes,107.97,339.68,Yes
104609,Female,45.0,7,Month-to-month,DSL,Credit card,No,101.93,822.37,Yes
104610,Male,75.0,66,Month-to-month,DSL,Mailed check,Yes,50.54,3354.08,No
104611,Male,47.0,57,Month-to-month,Fiber optic,Bank transfer,No,111.98,6377.97,No
104612,Male,54.0,45,Month-to-month,Fiber optic,Bank transfer,Yes,53.98,2302.77,No
104613,Female,35.0,23,Two year,Fiber optic,Mailed check,No,71.07,1597.43,No
104614,Female,26.0,31,One year,Fiber optic,Electronic check,No,81.03,2377.47,No
104615,Female,35.0,29,Month-to-month,DSL,Mailed check,Yes,65.17,1992.54,No
104616,Male,48.0,32,Month-to-month,Fiber optic,Electronic check,No,66.7,2110.66,No
104617,Male,44.0,46,One year,Fiber optic,Bank transfer,Yes,87.17,4002.04,No
104618,Female,44.0,55,Two year,DSL,Credit card,No,91.41,4971.98,No
104619,Female,36.0,28,Month-to-month,Fiber optic,Bank transfer,Yes,47.66,1207.55,No
104620,Female,34.0,61,Two year,Fiber optic,Electronic check,Yes,87.16,5380.89,No
104621,Female,37.0,7,Month-to-month,Fiber optic,Mailed check,Yes,108.12,802.02,No
104622,Female,48.0,59,One year,Fiber optic,Mailed check,Yes,73.68,4431.14,No
104623,Female,50.0,49,Month-to-month,DSL,Bank transfer,No,58.33,2700.47,No
104624,Male,26.0,37,One year,Fiber optic,Electronic check,No,62.73,2439.7,No
104625,Male,49.0,28,Month-to-month,Fiber optic,Mailed check,Yes,134.01,3740.97,No
104626,Male,31.0,27,Month-to-month,Fiber optic,Credit card,Yes,121.33,3345.87,No
104627,Male,45.0,26,One year,Fiber optic,Electronic check,No,76.63,1755.18,No
104628,Male,37.0,69,One year,Fiber optic,Bank transfer,No,113.51,7869.11,No
104629,Female,59.0,2,One year,Fiber optic,Credit card,No,70.85,135.08,Yes
104630,Male,34.0,46,Month-to-month,DSL,Bank transfer,Yes,68.11,3113.2,No
104631,Male,41.0,72,One year,Fiber optic,Credit card,Yes,57.5,4131.15,No
104632,Male,47.0,40,Month-to-month,Fiber optic,Bank transfer,Yes,37.92,1463.15,No
104633,Male,28.0,47,One year,DSL,Mailed check,No,57.5,2575.39,No
104634,Male,38.0,44,Month-to-month,DSL,Mailed check,Yes,61.37,2586.49,No
104635,Male,36.0,37,Month-to-month,DSL,Electronic check,Yes,82.66,3060.83,Yes
104636,Female,32.0,46,Month-to-month,Fiber optic,Electronic check,Yes,100.37,4735.05,No
104637,Female,33.0,66,Two year,DSL,Bank transfer,Yes,68.93,4649.0,No
104638,Male,53.0,52,One year,No,Electronic check,Yes,47.22,2476.17,No
104639,Female,31.0,62,Month-to-month,No,Electronic check,No,55.55,3400.12,No
104640,Female,46.0,40,One year,No,Credit card,No,111.78,4656.88,No
104641,Female,43.0,56,Month-to-month,DSL,Electronic check,Yes,87.73,4974.16,No
104642,Male,21.0,64,Month-to-month,Fiber optic,Electronic check,Yes,119.57,7706.0,No
104643,Female,46.0,16,Month-to-month,No,Bank transfer,Yes,116.42,1742.8,Yes
104644,Male,21.0,62,One year,Fiber optic,Electronic check,No,67.56,4211.72,No
104645,Male,47.0,50,Two year,DSL,Mailed check,No,92.5,4513.59,No
104646,Male,32.0,32,Two year,No,Electronic check,Yes,49.45,1769.75,No
104647,Female,39.0,56,Month-to-month,Fiber optic,Bank transfer,Yes,109.83,6074.79,Yes
104648,Male,22.0,13,Month-to-month,Fiber optic,Bank transfer,No,104.7,1306.49,No
104649,Male,41.0,51,Two year,No,Bank transfer,Yes,20.0,961.57,No
104650,Male,51.0,42,Month-to-month,No,Electronic check,Yes,82.07,3413.63,No
104651,Male,29.0,64,One year,Fiber optic,Bank transfer,Yes,62.59,4066.1,No
104652,Female,31.0,45,Two year,DSL,Electronic check,Yes,63.49,2857.32,No
104653,Male,45.0,38,Month-to-month,Fiber optic,Mailed check,Yes,67.51,2569.19,No
104654,Male,45.0,38,Month-to-month,Fiber optic,Electronic check,Yes,106.7,4119.32,No
104655,Male,18.0,40,Two year,Fiber optic,Electronic check,No,66.91,2539.84,No
104656,Male,65.0,65,One year,Fiber optic,Electronic check,Yes,52.02,3448.63,No
104657,Male,46.0,57,Two year,Fiber optic,Electronic check,Yes,63.81,3649.29,No
104658,Female,48.0,7,One year,Fiber optic,Electronic check,Yes,78.64,487.23,Yes
104659,Male,37.0,39,Month-to-month,No,Electronic check,Yes,82.26,3220.0,No
104660,Male,18.0,21,One year,No,Credit card,Yes,101.9,2150.1,No
104661,Female,48.0,12,One year,Fiber optic,Mailed check,Yes,96.84,925.93,No
104662,Female,32.0,63,Two year,Fiber optic,Bank transfer,No,98.59,6334.9,No
104663,Male,46.0,62,Month-to-month,Fiber optic,Electronic check,Yes,102.46,6461.31,Yes
104664,Male,36.0,68,Month-to-month,Fiber optic,Electronic check,Yes,104.43,6983.69,No
104665,Male,42.0,29,Month-to-month,DSL,Credit card,No,97.83,2769.05,No
104666,Female,29.0,31,Month-to-month,Fiber optic,Electronic check,Yes,146.63,4667.36,Yes
104667,Male,50.0,57,Two year,Fiber optic,Credit card,Yes,104.02,5988.94,No
104668,Male,24.0,14,Two year,Fiber optic,Bank transfer,Yes,91.16,1311.23,No
104669,Female,68.0,4,Month-to-month,No,Mailed check,Yes,60.37,280.71,No
104670,Male,68.0,31,Two year,No,Bank transfer,Yes,79.75,2505.91,No
104671,Male,60.0,46,Month-to-month,Fiber optic,Bank transfer,No,112.85,5095.27,No
104672,Female,56.0,33,Two year,No,Credit card,Yes,41.54,1320.0,No
104673,Male,38.0,16,One year,Fiber optic,Mailed check,Yes,115.46,1937.12,Yes
104674,Female,54.0,38,One year,No,Electronic check,No,61.33,2389.6,No
104675,Female,38.0,68,One year,No,Mailed check,Yes,66.2,4527.16,No
104676,Male,19.0,20,One year,Fiber optic,Electronic check,Yes,97.04,1882.49,Yes
104677,Female,59.0,29,Two year,DSL,Electronic check,Yes,58.83,1795.1,No
104678,Female,54.0,23,Month-to-month,DSL,Bank transfer,Yes,83.47,1832.81,No
104679,Female,39.0,22,Two year,Fiber optic,Electronic check,Yes,55.2,1347.68,Yes
104680,Male,23.0,48,Month-to-month,Fiber optic,Credit card,Yes,105.9,5017.92,No
104681,Male,31.0,27,Month-to-month,Fiber optic,Credit card,Yes,88.9,2321.86,Yes
104682,Male,18.0,45,One year,Fiber optic,Electronic check,Yes,83.91,3778.67,No
104683,Female,51.0,2,One year,Fiber optic,Electronic check,No,90.87,200.88,Yes
104684,Male,18.0,48,Two year,DSL,Mailed check,Yes,71.5,3440.73,No
104685,Female,43.0,8,Month-to-month,DSL,Electronic check,Yes,83.04,545.27,Yes
104686,Female,28.0,28,Month-to-month,Fiber optic,Electronic check,Yes,78.82,2244.9,No
104687,Female,20.0,63,Month-to-month,DSL,Credit card,Yes,64.73,4166.13,No
104688,Male,42.0,25,Two year,No,Electronic check,Yes,27.8,687.7,No
104689,Male,35.0,51,Two year,No,Electronic check,Yes,106.12,5272.97,No
104690,Female,50.0,26,Two year,Fiber optic,Mailed check,Yes,54.92,1408.9,No
104691,Male,23.0,65,Month-to-month,Fiber optic,Electronic check,No,124.39,7983.39,No
104692,Male,29.0,69,Two year,No,Credit card,No,65.94,4376.01,No
104693,Female,18.0,66,Month-to-month,No,Credit card,Yes,102.44,6711.7,Yes
104694,Female,18.0,29,Two year,Fiber optic,Mailed check,No,110.06,3337.91,No
104695,Female,62.0,23,One year,No,Electronic check,Yes,96.06,2201.95,No
104696,Female,66.0,44,Month-to-month,Fiber optic,Credit card,No,85.16,3722.47,Yes
104697,Male,40.0,59,One year,DSL,Bank transfer,Yes,42.13,2549.57,No
104698,Male,28.0,38,One year,Fiber optic,Mailed check,Yes,79.45,3074.1,No
104699,Male,35.0,54,Month-to-month,Fiber optic,Mailed check,Yes,76.14,3979.64,No
104700,Male,50.0,64,Month-to-month,No,Mailed check,No,69.45,4613.02,No
104701,Female,32.0,55,One year,DSL,Electronic check,Yes,41.31,2289.85,No
104702,Male,42.0,27,Two year,Fiber optic,Mailed check,Yes,76.84,2156.28,No
104703,Female,39.0,18,One year,Fiber optic,Bank transfer,Yes,32.0,522.45,Yes
104704,Female,32.0,32,Month-to-month,No,Mailed check,Yes,64.49,1887.71,No
104705,Female,32.0,42,One year,Fiber optic,Bank transfer,Yes,87.14,3649.36,No
104706,Male,43.0,61,Month-to-month,DSL,Bank transfer,Yes,52.45,3100.24,No
104707,Male,26.0,22,Month-to-month,No,Bank transfer,Yes,65.25,1540.9,No
104708,Female,45.0,12,Month-to-month,Fiber optic,Mailed check,Yes,88.06,929.19,No
104709,Female,33.0,23,Month-to-month,No,Electronic check,Yes,97.32,2240.75,No
104710,Male,41.0,43,Month-to-month,No,Bank transfer,Yes,98.37,4283.86,No
104711,Male,57.0,17,Month-to-month,DSL,Credit card,Yes,79.63,1391.97,No
104712,Female,37.0,29,Month-to-month,No,Electronic check,Yes,71.27,2021.74,No
104713,Female,51.0,19,One year,Fiber optic,Credit card,No,92.88,1604.51,No
104714,Male,18.0,71,Month-to-month,No,Credit card,Yes,117.0,8171.37,No
104715,Male,33.0,37,Month-to-month,DSL,Bank transfer,No,84.54,3059.83,No
104716,Female,39.0,52,Month-to-month,Fiber optic,Electronic check,Yes,90.52,4580.13,No
104717,Female,64.0,38,One year,DSL,Bank transfer,Yes,98.82,3748.37,No
104718,Female,18.0,1,Two year,DSL,Electronic check,Yes,73.2,20.0,No
104719,Male,38.0,20,Month-to-month,No,Electronic check,Yes,50.67,897.05,No
104720,Male,58.0,61,One year,DSL,Electronic check,No,83.48,4964.24,No
104721,Female,29.0,37,Two year,DSL,Bank transfer,Yes,76.26,2678.35,Yes
104722,Female,36.0,51,One year,No,Mailed check,Yes,66.54,3388.46,No
104723,Female,43.0,55,Month-to-month,Fiber optic,Mailed check,No,97.59,5301.4,No
104724,Male,41.0,41,Month-to-month,Fiber optic,Mailed check,No,38.69,1588.61,No
104725,Male,59.0,42,Month-to-month,No,Mailed check,Yes,58.48,2449.2,No
104726,Male,45.0,18,Month-to-month,Fiber optic,Mailed check,Yes,62.03,1098.24,Yes
104727,Male,56.0,18,Month-to-month,DSL,Mailed check,No,52.63,1005.6,No
104728,Female,34.0,11,Two year,Fiber optic,Electronic check,Yes,80.15,749.05,No
104729,Male,29.0,22,Month-to-month,Fiber optic,Mailed check,Yes,61.25,1406.24,No
104730,Female,36.0,46,Month-to-month,DSL,Electronic check,No,113.92,5275.65,Yes
104731,Female,24.0,67,Two year,Fiber optic,Bank transfer,No,95.29,6366.63,No
104732,Female,45.0,32,One year,Fiber optic,Mailed check,No,64.14,1979.76,No
104733,Female,34.0,44,Month-to-month,DSL,Bank transfer,Yes,28.49,1257.12,No
104734,Male,30.0,63,Two year,DSL,Mailed check,No,57.41,3657.2,No
104735,Female,45.0,49,Month-to-month,No,Electronic check,Yes,63.76,2998.23,Yes
104736,Male,24.0,19,Month-to-month,DSL,Electronic check,No,56.13,1121.36,No
104737,Male,49.0,21,Month-to-month,DSL,Electronic check,No,135.56,3003.25,No
104738,Male,33.0,46,Month-to-month,No,Mailed check,Yes,30.65,1404.05,No
104739,Male,54.0,21,Two year,Fiber optic,Bank transfer,Yes,85.28,1908.17,No
104740,Female,34.0,18,Month-to-month,No,Electronic check,No,68.75,1280.25,No
104741,Male,47.0,43,Two year,No,Mailed check,Yes,65.77,2851.82,No
104742,Male,41.0,46,Month-to-month,Fiber optic,Electronic check,No,35.52,1570.86,No
104743,Male,49.0,19,Two year,Fiber optic,Mailed check,No,82.93,1544.98,No
104744,Male,40.0,4,Month-to-month,DSL,Mailed check,No,76.51,217.77,No
104745,Female,18.0,56,Two year,DSL,Electronic check,Yes,89.74,5110.33,No
104746,Male,52.0,29,Month-to-month,DSL,Electronic check,No,84.08,2371.31,No
104747,Female,38.0,46,Two year,Fiber optic,Bank transfer,No,114.46,5423.74,No
104748,Male,49.0,13,Two year,Fiber optic,Mailed check,Yes,32.84,466.37,No
104749,Female,48.0,23,One year,Fiber optic,Electronic check,Yes,78.13,1832.45,Yes
104750,Male,29.0,44,Month-to-month,DSL,Bank transfer,No,134.61,5803.72,No
104751,Male,27.0,9,One year,Fiber optic,Electronic check,Yes,110.5,,No
104752,Male,48.0,23,One year,DSL,Credit card,Yes,35.66,800.35,No
104753,Female,35.0,52,Month-to-month,DSL,Bank transfer,Yes,74.2,3807.63,No
104754,Female,51.0,56,One year,Fiber optic,Mailed check,Yes,57.81,3178.33,No
104755,Male,37.0,26,Two year,Fiber optic,Mailed check,Yes,73.21,1791.75,No
104756,Female,52.0,9,Two year,Fiber optic,Mailed check,Yes,133.99,1206.8,Yes
104757,Female,45.0,2,Month-to-month,Fiber optic,Bank transfer,Yes,107.96,200.89,Yes
104758,Male,43.0,41,Month-to-month,Fiber optic,Electronic check,No,46.0,1767.78,No
104759,Male,34.0,50,Month-to-month,No,Bank transfer,Yes,52.87,2689.83,No
104760,Female,42.0,43,One year,Fiber optic,Electronic check,Yes,84.02,3804.42,No
104761,Female,55.0,30,Two year,Fiber optic,Bank transfer,Yes,77.39,2193.54,No
104762,Female,38.0,2,Month-to-month,DSL,Credit card,Yes,79.83,149.47,Yes
104763,Male,46.0,17,Month-to-month,Fiber optic,Electronic check,Yes,64.64,,No
104764,Male,40.0,3,Month-to-month,Fiber optic,Mailed check,No,74.84,154.56,Yes
104765,Male,41.0,34,Month-to-month,DSL,Mailed check,No,52.35,1819.47,No
104766,Male,61.0,23,Two year,Fiber optic,Mailed check,Yes,74.81,1755.96,Yes
104767,Female,55.0,6,One year,Fiber optic,Electronic check,Yes,101.6,668.84,Yes
104768,Male,40.0,44,Month-to-month,DSL,Mailed check,No,79.42,3659.42,No
104769,Male,42.0,27,Month-to-month,No,Bank transfer,No,54.47,1309.6,No
104770,Male,30.0,70,Month-to-month,DSL,Credit card,No,100.31,7038.88,No
104771,Male,37.0,31,One year,No,Bank transfer,No,98.59,3011.2,No
104772,Female,43.0,7,One year,Fiber optic,Bank transfer,Yes,83.97,584.21,Yes
104773,Male,50.0,51,Month-to-month,DSL,Electronic check,No,65.55,3347.1,No
104774,Female,49.0,51,Month-to-month,DSL,Electronic check,Yes,116.06,5892.59,Yes
104775,Male,25.0,67,Two year,Fiber optic,Bank transfer,Yes,124.17,8221.53,Yes
104776,Male,52.0,50,Two year,Fiber optic,Bank transfer,Yes,46.13,2214.77,No
104777,Male,38.0,27,One year,Fiber optic,Credit card,Yes,113.86,3265.53,No
104778,Female,26.0,49,Month-to-month,Fiber optic,Mailed check,Yes,127.09,6103.07,No
104779,Male,56.0,58,Two year,DSL,Electronic check,Yes,88.42,,No
104780,Male,58.0,38,One year,Fiber optic,Electronic check,Yes,72.33,2655.39,No
104781,Female,42.0,58,Two year,No,Mailed check,Yes,63.36,3683.46,No
104782,Female,48.0,70,Month-to-month,Fiber optic,Electronic check,Yes,126.77,9051.04,No
104783,Male,49.0,55,Month-to-month,No,Electronic check,Yes,92.89,5180.49,Yes
104784,Female,57.0,37,Month-to-month,Fiber optic,Electronic check,Yes,97.68,3484.73,Yes
104785,Female,48.0,36,Two year,Fiber optic,Mailed check,Yes,142.32,5093.19,No
104786,Male,22.0,61,One year,Fiber optic,Electronic check,Yes,58.81,3585.08,No
104787,Female,65.0,63,Month-to-month,DSL,Credit card,No,69.73,4485.74,No
104788,Male,53.0,19,Two year,DSL,Credit card,Yes,76.75,1462.5,No
104789,Male,32.0,1,Two year,Fiber optic,Electronic check,No,78.71,64.41,No
104790,Female,26.0,59,Month-to-month,No,Bank transfer,No,25.99,1688.21,No
104791,Male,46.0,17,One year,Fiber optic,Mailed check,No,109.1,1996.93,No
104792,Female,35.0,72,One year,DSL,Credit card,Yes,53.22,3894.72,No
104793,Female,43.0,3,Month-to-month,DSL,Bank transfer,No,52.77,101.96,No
104794,Male,49.0,66,One year,Fiber optic,Electronic check,Yes,75.02,4712.71,No
104795,Male,32.0,49,Month-to-month,Fiber optic,Electronic check,No,78.24,3718.64,Yes
104796,Male,24.0,22,Two year,DSL,Credit card,Yes,68.96,1378.18,No
104797,Female,44.0,3,Two year,DSL,Credit card,Yes,96.09,282.76,No
104798,Male,32.0,61,Two year,Fiber optic,Mailed check,Yes,113.22,6990.83,No
104799,Male,41.0,9,One year,DSL,Mailed check,No,65.52,767.5,No
104800,Female,22.0,7,Month-to-month,Fiber optic,Mailed check,No,69.05,597.97,Yes
104801,Female,36.0,57,Month-to-month,Fiber optic,Bank transfer,Yes,80.79,4541.16,No
104802,Female,48.0,49,One year,DSL,Mailed check,Yes,49.66,2456.2,No
104803,Male,47.0,10,Month-to-month,Fiber optic,Electronic check,No,83.29,869.11,No
104804,Female,29.0,25,One year,DSL,,No,48.35,1068.4,No
104805,Female,24.0,48,Month-to-month,Fiber optic,Mailed check,Yes,137.18,6506.01,Yes
104806,Female,39.0,48,Month-to-month,No,Electronic check,No,75.2,3570.83,No
104807,Male,46.0,27,Month-to-month,Fiber optic,Credit card,Yes,70.55,2096.54,Yes
104808,Female,44.0,30,One year,DSL,Credit card,Yes,89.65,2724.28,No
104809,Male,32.0,6,Month-to-month,DSL,Electronic check,Yes,41.2,128.89,No
104810,Female,43.0,1,One year,DSL,Credit card,No,54.21,20.0,No
104811,Male,,70,Month-to-month,No,Bank transfer,Yes,82.59,5821.69,No
104812,Male,42.0,17,One year,Fiber optic,Mailed check,No,87.38,1462.86,No
104813,Female,18.0,67,One year,Fiber optic,Electronic check,Yes,110.22,7352.69,No
104814,Female,42.0,4,One year,DSL,Mailed check,Yes,20.0,145.88,No
104815,Female,66.0,72,Month-to-month,No,Credit card,Yes,92.45,6782.53,Yes
104816,Male,22.0,31,Month-to-month,Fiber optic,Bank transfer,No,70.42,2292.47,No
104817,Female,39.0,59,Month-to-month,DSL,Mailed check,Yes,42.74,2494.64,No
104818,Male,36.0,61,One year,Fiber optic,Electronic check,Yes,40.92,2481.26,No
104819,Female,40.0,26,Month-to-month,Fiber optic,Electronic check,Yes,70.11,1795.04,Yes
104820,Female,42.0,54,Two year,Fiber optic,Mailed check,Yes,123.75,6777.54,No
104821,Female,54.0,25,Two year,Fiber optic,Bank transfer,Yes,108.23,2670.75,No
104822,Female,40.0,57,Month-to-month,DSL,Credit card,Yes,112.86,6259.91,No
104823,Female,56.0,70,Two year,Fiber optic,Mailed check,Yes,81.15,5723.92,No
104824,Female,37.0,59,One year,Fiber optic,Electronic check,Yes,86.67,5161.17,No
104825,Male,34.0,53,Month-to-month,Fiber optic,Electronic check,Yes,44.52,2323.08,No
104826,Male,30.0,27,One year,Fiber optic,Electronic check,Yes,44.51,1368.56,No
104827,Male,18.0,8,Two year,DSL,Electronic check,Yes,68.34,497.92,No
104828,Female,43.0,37,Month-to-month,Fiber optic,Electronic check,Yes,49.6,1962.79,No
104829,Female,66.0,10,Month-to-month,Fiber optic,Bank transfer,Yes,62.57,505.19,No
104830,Male,45.0,37,One year,Fiber optic,Mailed check,Yes,85.08,3172.83,Yes
104831,Male,48.0,63,Month-to-month,No,Credit card,No,103.81,6467.25,No
104832,Male,34.0,9,One year,Fiber optic,Credit card,No,84.25,751.67,No
104833,Male,36.0,65,One year,Fiber optic,Electronic check,Yes,49.99,3317.89,No
104834,Male,52.0,44,One year,Fiber optic,Bank transfer,Yes,38.45,1640.53,Yes
104835,Female,65.0,4,Month-to-month,DSL,Electronic check,Yes,75.0,237.19,Yes
104836,Female,58.0,52,Month-to-month,No,Electronic check,Yes,56.27,2906.01,No
104837,Male,49.0,1,Two year,Fiber optic,Electronic check,Yes,86.9,425.27,No
104838,Male,39.0,44,Month-to-month,No,Electronic check,No,66.9,2961.8,No
104839,Female,42.0,37,Month-to-month,Fiber optic,Bank transfer,Yes,82.24,3055.76,No
104840,Female,29.0,54,Month-to-month,Fiber optic,Bank transfer,No,114.04,6197.3,No
104841,Female,20.0,28,Month-to-month,DSL,Bank transfer,Yes,98.34,2599.07,No
104842,Male,24.0,9,Month-to-month,Fiber optic,Mailed check,Yes,93.22,921.86,No
104843,Male,40.0,28,Month-to-month,Fiber optic,Bank transfer,Yes,,1789.38,Yes
104844,Male,35.0,55,One year,No,Bank transfer,Yes,58.22,3041.55,No
104845,Female,20.0,69,One year,No,Credit card,Yes,91.08,6500.92,No
104846,Female,39.0,15,Two year,Fiber optic,Bank transfer,No,116.53,1748.22,Yes
104847,Female,35.0,26,Two year,Fiber optic,Electronic check,Yes,52.16,1255.65,No
104848,Male,24.0,64,Month-to-month,DSL,Mailed check,No,110.19,7080.39,No
104849,Male,34.0,23,Month-to-month,Fiber optic,Mailed check,No,64.51,1401.93,No
104850,Female,35.0,18,Two year,No,Electronic check,No,88.72,1452.03,No
104851,Female,31.0,60,Month-to-month,Fiber optic,Credit card,No,154.03,9217.27,No
104852,Female,51.0,36,Month-to-month,Fiber optic,Credit card,Yes,44.26,1572.88,Yes
104853,Male,18.0,42,Month-to-month,No,Credit card,No,84.63,3412.75,No
104854,Male,18.0,36,One year,DSL,Electronic check,Yes,64.15,2239.17,No
104855,Male,39.0,44,Month-to-month,No,Electronic check,Yes,83.18,3566.94,No
104856,Female,40.0,20,Month-to-month,Fiber optic,Electronic check,Yes,68.53,1338.44,Yes
104857,Female,44.0,53,Month-to-month,DSL,Credit card,No,20.0,1118.29,No
104858,Female,32.0,27,One year,Fiber optic,Bank transfer,No,65.15,1771.77,No
104859,Male,27.0,38,Month-to-month,DSL,Bank transfer,Yes,80.68,3062.9,No
104860,Female,39.0,14,One year,Fiber optic,Credit card,Yes,117.73,1483.96,Yes
104861,Male,33.0,1,Month-to-month,DSL,Electronic check,Yes,82.14,79.61,No
104862,Female,59.0,42,Month-to-month,DSL,Electronic check,No,108.82,4472.53,Yes
104863,Female,35.0,10,Month-to-month,Fiber optic,Bank transfer,Yes,71.66,561.99,Yes
104864,Female,38.0,66,Month-to-month,Fiber optic,Electronic check,Yes,69.63,4674.56,No
104865,Female,71.0,70,Month-to-month,DSL,Mailed check,Yes,80.58,5520.81,No
104866,Female,36.0,23,Two year,No,Mailed check,No,62.62,1448.73,No
104867,Male,46.0,21,Month-to-month,DSL,Mailed check,No,100.06,2057.41,Yes
104868,Male,47.0,37,Two year,Fiber optic,Credit card,Yes,48.86,1722.0,No
104869,Female,49.0,15,Month-to-month,Fiber optic,Electronic check,Yes,105.57,1693.34,Yes
104870,Female,43.0,63,Month-to-month,DSL,Mailed check,No,102.2,6384.56,No
104871,Male,42.0,8,One year,No,Credit card,Yes,81.13,601.11,No
104872,Female,40.0,33,Two year,Fiber optic,Electronic check,Yes,106.82,3458.91,Yes
104873,Male,32.0,14,Month-to-month,DSL,Bank transfer,No,55.77,796.61,No
104874,Female,43.0,60,Month-to-month,Fiber optic,Credit card,Yes,63.21,3778.24,No
104875,Male,65.0,11,One year,Fiber optic,Electronic check,No,92.8,957.64,No
104876,Female,55.0,33,Month-to-month,DSL,Electronic check,Yes,53.94,1696.98,No
104877,Male,43.0,61,One year,DSL,Electronic check,Yes,79.51,4846.39,No
104878,Male,50.0,32,Two year,Fiber optic,Electronic check,No,91.54,2870.74,No
104879,Female,28.0,14,Month-to-month,Fiber optic,Electronic check,No,82.31,,Yes
104880,Female,36.0,12,Two year,DSL,Electronic check,No,79.06,901.44,No
104881,Male,51.0,44,Month-to-month,Fiber optic,Mailed check,No,99.87,4424.36,No
104882,Female,58.0,9,Two year,DSL,Bank transfer,Yes,69.5,617.31,No
104883,Male,29.0,26,Two year,DSL,Electronic check,Yes,60.08,1536.06,No
104884,Male,33.0,45,One year,Fiber optic,Mailed check,No,104.57,4786.59,No
104885,Male,67.0,28,Two year,DSL,Electronic check,No,78.83,2259.46,No
104886,Male,40.0,60,Two year,DSL,Bank transfer,No,83.28,5047.29,No
104887,Female,63.0,50,Month-to-month,DSL,Electronic check,Yes,86.56,4377.49,No
104888,Female,42.0,10,Month-to-month,Fiber optic,Electronic check,Yes,87.71,731.81,Yes
104889,Male,42.0,59,Month-to-month,Fiber optic,Credit card,Yes,75.4,4488.26,Yes
104890,Male,35.0,66,Month-to-month,Fiber optic,Bank transfer,Yes,68.58,4504.01,No
104891,Female,51.0,15,One year,Fiber optic,Bank transfer,Yes,81.79,1180.69,No
104892,Female,57.0,26,Month-to-month,Fiber optic,Bank transfer,No,96.04,2808.47,Yes
104893,Male,26.0,29,One year,DSL,Mailed check,Yes,85.21,2338.46,No
104894,Male,34.0,31,Month-to-month,DSL,Electronic check,Yes,75.6,2335.45,No
104895,Male,51.0,34,Month-to-month,DSL,Mailed check,Yes,80.8,2731.79,Yes
104896,Male,37.0,65,Month-to-month,No,Credit card,Yes,44.38,2877.33,No
104897,Female,33.0,47,Two year,DSL,Credit card,No,60.39,2747.07,No
104898,Female,52.0,65,Month-to-month,DSL,Bank transfer,No,88.77,5790.3,No
104899,Female,53.0,26,Month-to-month,Fiber optic,Electronic check,Yes,63.16,1541.02,Yes
104900,Female,33.0,38,Month-to-month,Fiber optic,Bank transfer,No,87.53,3351.66,No
104901,Male,42.0,8,Two year,Fiber optic,Bank transfer,No,85.29,696.42,No
104902,Female,23.0,20,Month-to-month,Fiber optic,Electronic check,Yes,81.15,1601.02,No
104903,Female,27.0,43,One year,DSL,,Yes,88.97,3819.17,No
104904,Female,41.0,13,Month-to-month,Fiber optic,Electronic check,Yes,89.68,1308.41,Yes
104905,Male,39.0,70,Month-to-month,Fiber optic,Mailed check,Yes,54.06,3836.23,No
104906,Female,26.0,20,One year,No,Bank transfer,Yes,84.9,1713.57,No
104907,Male,30.0,12,One year,Fiber optic,Electronic check,No,71.32,894.05,Yes
104908,Female,25.0,57,One year,Fiber optic,Bank transfer,Yes,49.9,2847.92,No
104909,Female,45.0,7,Month-to-month,DSL,Electronic check,Yes,90.56,683.61,No
104910,Female,18.0,24,Two year,No,Electronic check,Yes,42.35,961.87,No
104911,Female,26.0,15,Month-to-month,Fiber optic,Bank transfer,No,75.13,,No
104912,Female,18.0,51,Two year,DSL,Mailed check,Yes,79.34,4063.25,No
104913,Male,44.0,61,Month-to-month,Fiber optic,Credit card,No,82.17,5266.74,No
104914,Female,18.0,15,Month-to-month,Fiber optic,Bank transfer,Yes,68.39,1225.36,Yes
104915,Female,39.0,30,Month-to-month,DSL,Credit card,Yes,47.16,,No
104916,Male,60.0,35,One year,Fiber optic,Electronic check,Yes,65.0,2296.56,No
104917,Male,61.0,50,One year,Fiber optic,Bank transfer,Yes,57.06,2885.9,No
104918,Male,18.0,26,Month-to-month,DSL,Electronic check,Yes,68.84,1873.88,No
104919,Female,43.0,38,Month-to-month,No,Bank transfer,Yes,58.37,2229.87,No
